pdist	gdist	derEHH	ancEHH	EHH
-1361970	-0.527888	0.031683	0.005556	0.011947
-1361875	-0.527852	0.031683	0.005556	0.011947
-1361858	-0.527846	0.031683	0.005556	0.011947
-1361854	-0.527844	0.031683	0.005556	0.011947
-1361775	-0.527813	0.031683	0.005556	0.011947
-1361689	-0.527780	0.031683	0.005556	0.011947
-1361338	-0.527643	0.031683	0.005556	0.011947
-1360505	-0.527316	0.031683	0.005556	0.011947
-1360117	-0.527164	0.031683	0.005556	0.011947
-1360103	-0.527158	0.031683	0.005556	0.011947
-1360056	-0.527140	0.031683	0.005556	0.011947
-1359507	-0.526923	0.031683	0.005556	0.011947
-1359344	-0.526858	0.031830	0.005556	0.011998
-1358985	-0.526715	0.031830	0.005556	0.011998
-1358403	-0.526480	0.031830	0.005556	0.011998
-1358393	-0.526476	0.031830	0.005556	0.011998
-1358295	-0.526437	0.031830	0.005556	0.011998
-1358079	-0.526350	0.031830	0.005556	0.011998
-1357877	-0.526269	0.031830	0.005556	0.011998
-1357795	-0.526235	0.031830	0.005556	0.011998
-1356821	-0.525843	0.031830	0.005556	0.011998
-1356618	-0.525782	0.031830	0.005556	0.011998
-1355812	-0.525542	0.031830	0.005556	0.011998
-1355783	-0.525523	0.031830	0.005556	0.011998
-1355566	-0.525260	0.031830	0.005556	0.011998
-1354687	-0.522493	0.031830	0.005556	0.011998
-1354614	-0.522354	0.031830	0.005556	0.011998
-1354486	-0.522214	0.031830	0.005556	0.011998
-1353706	-0.521522	0.031830	0.005556	0.011998
-1353066	-0.521332	0.031830	0.005556	0.011998
-1352945	-0.521284	0.031830	0.005556	0.011998
-1352926	-0.521270	0.031830	0.005556	0.011998
-1352464	-0.520932	0.031830	0.005556	0.011998
-1352072	-0.520646	0.031830	0.005556	0.011998
-1352061	-0.520638	0.031830	0.005556	0.011998
-1351959	-0.520571	0.031830	0.005556	0.011998
-1351802	-0.520469	0.031830	0.005556	0.011998
-1351712	-0.520428	0.031830	0.005556	0.011998
-1351673	-0.520408	0.031830	0.005556	0.011998
-1351412	-0.520298	0.031830	0.005556	0.011998
-1351358	-0.520274	0.031830	0.005556	0.011998
-1351209	-0.520208	0.031830	0.005556	0.011998
-1350903	-0.520072	0.031830	0.005556	0.011998
-1350345	-0.519823	0.031830	0.005556	0.011998
-1350284	-0.519796	0.031830	0.005556	0.011998
-1350002	-0.519666	0.031830	0.005556	0.011998
-1349841	-0.519571	0.031830	0.005556	0.011998
-1349500	-0.519211	0.031830	0.005556	0.011998
-1349190	-0.518799	0.031830	0.005556	0.011998
-1348724	-0.518180	0.031830	0.005556	0.011998
-1348576	-0.517984	0.031830	0.005556	0.011998
-1348447	-0.517894	0.031830	0.005556	0.011998
-1348228	-0.517818	0.031830	0.005556	0.011998
-1347744	-0.517658	0.031830	0.005556	0.011998
-1347358	-0.517612	0.031830	0.005556	0.011998
-1346910	-0.517559	0.031830	0.005556	0.011998
-1346878	-0.517555	0.031830	0.005556	0.011998
-1346618	-0.517525	0.031830	0.005556	0.011998
-1346603	-0.517523	0.031830	0.005556	0.011998
-1346596	-0.517522	0.031830	0.005556	0.011998
-1346571	-0.517519	0.031830	0.005556	0.011998
-1346546	-0.517516	0.031830	0.005556	0.011998
-1346538	-0.517515	0.031830	0.005556	0.011998
-1346515	-0.517512	0.031830	0.005556	0.011998
-1346271	-0.517483	0.031830	0.005556	0.011998
-1346150	-0.517469	0.031830	0.005556	0.011998
-1346108	-0.517464	0.031830	0.005556	0.011998
-1346082	-0.517461	0.031830	0.005556	0.011998
-1346071	-0.517460	0.031830	0.005556	0.011998
-1345568	-0.517401	0.031830	0.005556	0.011998
-1345566	-0.517401	0.031830	0.005556	0.011998
-1345278	-0.517367	0.031830	0.005556	0.011998
-1344745	-0.517305	0.031830	0.005556	0.011998
-1344625	-0.517291	0.031830	0.005556	0.011998
-1344501	-0.517277	0.031830	0.005556	0.011998
-1343897	-0.517210	0.031830	0.005556	0.011998
-1343752	-0.517194	0.031830	0.005556	0.011998
-1343417	-0.517157	0.031830	0.005556	0.011998
-1343085	-0.517120	0.031830	0.005556	0.011998
-1342947	-0.517105	0.031830	0.005556	0.011998
-1342932	-0.517103	0.031830	0.005556	0.011998
-1342087	-0.517010	0.031830	0.005556	0.011998
-1341992	-0.517000	0.031830	0.005556	0.011998
-1341773	-0.516976	0.031830	0.005556	0.011998
-1341737	-0.516972	0.031830	0.005556	0.011998
-1341693	-0.516966	0.031830	0.005556	0.011998
-1341652	-0.516961	0.031830	0.005556	0.011998
-1341394	-0.516914	0.031830	0.005556	0.011998
-1341362	-0.516879	0.031830	0.005556	0.011998
-1340787	-0.515897	0.031830	0.005556	0.011998
-1340641	-0.515777	0.031830	0.005556	0.011998
-1340392	-0.515579	0.031830	0.005556	0.011998
-1340137	-0.515377	0.031830	0.005556	0.011998
-1340113	-0.515358	0.031830	0.005556	0.011998
-1339811	-0.515139	0.031830	0.005556	0.011998
-1339728	-0.515079	0.031830	0.005556	0.011998
-1339726	-0.515077	0.031830	0.005556	0.011998
-1339672	-0.515038	0.031830	0.005556	0.011998
-1339629	-0.515023	0.031830	0.005556	0.011998
-1339183	-0.515002	0.031830	0.005556	0.011998
-1338608	-0.514975	0.031830	0.005556	0.011998
-1336515	-0.514148	0.031830	0.005556	0.011998
-1335732	-0.514107	0.031830	0.005556	0.011998
-1334730	-0.514053	0.031830	0.005556	0.011998
-1331697	-0.513879	0.031830	0.005556	0.011998
-1331264	-0.513854	0.031830	0.005556	0.011998
-1330440	-0.513803	0.031830	0.005556	0.011998
-1329877	-0.513487	0.031830	0.005556	0.011998
-1329761	-0.513422	0.031830	0.005556	0.011998
-1329370	-0.512268	0.031830	0.005556	0.011998
-1328608	-0.510020	0.031830	0.005556	0.011998
-1328171	-0.504229	0.031978	0.005556	0.012049
-1327889	-0.498893	0.038167	0.005556	0.014203
-1327414	-0.489905	0.042735	0.005864	0.015844
-1326730	-0.483335	0.044061	0.006173	0.016356
-1325211	-0.470484	0.044061	0.006173	0.016356
-1325123	-0.470142	0.044061	0.006173	0.016356
-1324993	-0.469637	0.044061	0.006173	0.016356
-1324814	-0.468945	0.044061	0.006173	0.016356
-1324619	-0.468192	0.044061	0.006173	0.016356
-1324609	-0.468153	0.044061	0.006173	0.016356
-1324340	-0.467114	0.044061	0.006173	0.016356
-1323929	-0.465526	0.044061	0.006173	0.016356
-1323576	-0.464163	0.044061	0.006173	0.016356
-1323368	-0.463359	0.044061	0.006173	0.016356
-1323009	-0.462287	0.044061	0.006173	0.016356
-1322969	-0.462189	0.044061	0.006173	0.016356
-1322199	-0.461396	0.044061	0.006173	0.016356
-1321546	-0.460764	0.044061	0.006173	0.016356
-1321512	-0.460731	0.044061	0.006173	0.016356
-1321467	-0.460687	0.044061	0.006173	0.016356
-1321398	-0.460621	0.044061	0.006173	0.016356
-1321236	-0.460464	0.044061	0.006173	0.016356
-1320733	-0.459977	0.044061	0.006173	0.016356
-1320509	-0.459727	0.044061	0.006173	0.016356
-1320272	-0.459462	0.044061	0.006173	0.016356
-1320198	-0.459319	0.044061	0.006173	0.016356
-1320141	-0.459202	0.044061	0.007716	0.016613
-1319907	-0.458438	0.044061	0.007716	0.016613
-1319734	-0.457873	0.044061	0.007716	0.016613
-1319670	-0.457652	0.044061	0.007716	0.016613
-1319415	-0.456773	0.044061	0.007716	0.016613
-1318426	-0.452413	0.044061	0.007716	0.016613
-1318194	-0.451896	0.044061	0.007716	0.016613
-1317512	-0.451680	0.044061	0.007716	0.016613
-1315721	-0.451139	0.044061	0.007716	0.016613
-1315153	-0.450967	0.044061	0.007716	0.016613
-1314565	-0.450790	0.044061	0.007716	0.016613
-1313467	-0.450459	0.044061	0.007716	0.016613
-1313028	-0.450310	0.044061	0.007716	0.016613
-1309934	-0.447559	0.044061	0.007716	0.016613
-1309785	-0.447428	0.044061	0.007716	0.016613
-1307789	-0.446469	0.044061	0.007716	0.016613
-1307786	-0.446467	0.044061	0.007716	0.016613
-1300216	-0.443657	0.047893	0.007716	0.017946
-1290140	-0.442592	0.051135	0.007716	0.019074
-1271648	-0.410590	0.051282	0.007716	0.019125
-1271455	-0.408794	0.051282	0.007716	0.019125
-1271385	-0.407939	0.051282	0.007716	0.019125
-1270395	-0.395846	0.051282	0.007716	0.019125
-1270006	-0.391095	0.051282	0.007716	0.019125
-1267806	-0.363749	0.051282	0.007716	0.019125
-1267526	-0.362541	0.051282	0.007716	0.019125
-1267446	-0.362392	0.051282	0.007716	0.019125
-1266392	-0.361117	0.051282	0.007716	0.019125
-1266255	-0.360951	0.051282	0.007716	0.019125
-1266194	-0.360872	0.051282	0.007716	0.019125
-1265936	-0.360499	0.051282	0.007716	0.019125
-1265609	-0.360004	0.051282	0.007716	0.019125
-1265442	-0.359752	0.051282	0.007716	0.019125
-1265379	-0.359657	0.051282	0.008333	0.019228
-1265356	-0.359622	0.051282	0.008333	0.019228
-1264712	-0.358648	0.051282	0.008333	0.019228
-1263765	-0.357909	0.051282	0.008333	0.019228
-1263652	-0.357821	0.051282	0.008333	0.019228
-1263587	-0.357770	0.051282	0.008333	0.019228
-1263537	-0.357731	0.051282	0.008333	0.019228
-1263085	-0.357534	0.051282	0.008333	0.019228
-1260761	-0.356696	0.051282	0.008333	0.019228
-1259442	-0.356219	0.051282	0.008333	0.019228
-1257137	-0.355387	0.051282	0.008333	0.019228
-1256882	-0.355295	0.051282	0.008333	0.019228
-1255463	-0.354304	0.051282	0.008333	0.019228
-1254804	-0.354102	0.051282	0.008333	0.019228
-1254560	-0.354027	0.051282	0.008333	0.019228
-1253174	-0.353601	0.051282	0.008333	0.019228
-1252589	-0.353421	0.051282	0.008333	0.019228
-1252361	-0.353403	0.051282	0.008333	0.019228
-1252295	-0.353398	0.051282	0.008333	0.019228
-1251443	-0.353331	0.051282	0.008333	0.019228
-1251144	-0.353318	0.051282	0.008333	0.019228
-1250941	-0.353310	0.051282	0.008333	0.019228
-1250348	-0.353289	0.051282	0.008333	0.019228
-1248225	-0.353219	0.051282	0.008333	0.019228
-1247611	-0.353201	0.051282	0.008333	0.019228
-1247374	-0.353194	0.051282	0.008333	0.019228
-1247151	-0.353188	0.051282	0.008333	0.019228
-1246141	-0.353159	0.051282	0.008333	0.019228
-1245807	-0.353149	0.051282	0.008333	0.019228
-1245665	-0.353145	0.051282	0.008333	0.019228
-1245061	-0.353129	0.051282	0.008333	0.019228
-1244776	-0.353121	0.051282	0.008333	0.019228
-1240990	-0.353019	0.051282	0.008333	0.019228
-1239551	-0.352980	0.051282	0.008333	0.019228
-1239016	-0.352965	0.051282	0.008333	0.019228
-1238594	-0.352954	0.051282	0.008333	0.019228
-1237990	-0.352937	0.051282	0.008333	0.019228
-1237225	-0.352916	0.051282	0.008333	0.019228
-1237214	-0.352916	0.051282	0.008333	0.019228
-1236487	-0.352896	0.051282	0.008333	0.019228
-1235695	-0.352875	0.051282	0.008333	0.019228
-1232574	-0.352790	0.051282	0.008333	0.019228
-1232486	-0.352788	0.051282	0.008333	0.019228
-1231158	-0.352751	0.051282	0.008333	0.019228
-1230947	-0.352745	0.051282	0.008333	0.019228
-1228461	-0.352677	0.051282	0.008333	0.019228
-1226981	-0.352637	0.051282	0.008333	0.019228
-1225732	-0.352601	0.051282	0.008333	0.019228
-1225142	-0.352583	0.051282	0.008333	0.019228
-1222645	-0.352501	0.051282	0.008333	0.019228
-1222172	-0.352485	0.051282	0.008333	0.019228
-1222065	-0.352481	0.051282	0.008333	0.019228
-1220407	-0.352418	0.051282	0.008333	0.019228
-1220385	-0.352417	0.051282	0.008333	0.019228
-1219449	-0.352381	0.051282	0.008333	0.019228
-1219418	-0.352380	0.051282	0.008333	0.019228
-1218856	-0.352355	0.051282	0.008333	0.019228
-1216165	-0.352240	0.051282	0.008333	0.019228
-1215688	-0.352219	0.051282	0.008333	0.019228
-1215536	-0.352210	0.051282	0.008333	0.019228
-1214242	-0.352110	0.051282	0.008333	0.019228
-1213924	-0.352085	0.051282	0.008333	0.019228
-1213298	-0.352037	0.051282	0.008333	0.019228
-1212783	-0.351997	0.051282	0.008333	0.019228
-1212140	-0.351549	0.051282	0.008333	0.019228
-1212015	-0.351459	0.051282	0.008333	0.019228
-1211988	-0.351456	0.051282	0.008333	0.019228
-1211908	-0.351445	0.051282	0.008333	0.019228
-1211077	-0.351340	0.051282	0.008333	0.019228
-1208325	-0.351144	0.051282	0.008333	0.019228
-1207307	-0.351088	0.051282	0.008333	0.019228
-1206768	-0.351060	0.051282	0.008333	0.019228
-1206125	-0.351026	0.051282	0.008333	0.019228
-1205447	-0.350991	0.051282	0.008333	0.019228
-1204505	-0.350944	0.051282	0.008333	0.019228
-1202251	-0.350830	0.051282	0.008333	0.019228
-1202040	-0.350820	0.051282	0.008333	0.019228
-1202019	-0.350819	0.051282	0.008333	0.019228
-1201756	-0.350807	0.051282	0.008333	0.019228
-1201361	-0.350789	0.051282	0.008333	0.019228
-1201354	-0.350789	0.051282	0.008333	0.019228
-1201336	-0.350788	0.051282	0.008333	0.019228
-1201291	-0.350786	0.051282	0.008333	0.019228
-1201286	-0.350786	0.051282	0.008333	0.019228
-1201237	-0.350784	0.051282	0.008333	0.019228
-1201050	-0.350775	0.051282	0.008333	0.019228
-1201005	-0.350773	0.051282	0.008333	0.019228
-1200667	-0.350758	0.051282	0.008333	0.019228
-1193764	-0.350447	0.051282	0.008333	0.019228
-1193676	-0.350441	0.051282	0.008333	0.019228
-1193418	-0.350412	0.051282	0.008333	0.019228
-1193056	-0.350372	0.051282	0.008333	0.019228
-1192914	-0.350356	0.051282	0.008333	0.019228
-1192623	-0.350324	0.051282	0.008333	0.019228
-1192409	-0.350300	0.051282	0.008333	0.019228
-1192305	-0.350288	0.051282	0.008333	0.019228
-1192237	-0.350281	0.051282	0.008333	0.019228
-1192064	-0.350262	0.051282	0.008333	0.019228
-1192051	-0.350260	0.051282	0.008333	0.019228
-1191791	-0.350231	0.051282	0.008333	0.019228
-1191789	-0.350231	0.051282	0.008333	0.019228
-1191625	-0.350205	0.051282	0.008333	0.019228
-1191296	-0.350152	0.051282	0.008333	0.019228
-1191184	-0.350134	0.051282	0.008333	0.019228
-1191164	-0.350131	0.051282	0.008333	0.019228
-1191096	-0.350120	0.051282	0.008333	0.019228
-1190904	-0.350089	0.051282	0.008333	0.019228
-1190865	-0.350083	0.051282	0.008333	0.019228
-1190714	-0.350059	0.051282	0.008333	0.019228
-1190557	-0.350034	0.051282	0.008333	0.019228
-1190235	-0.349982	0.051282	0.008333	0.019228
-1189940	-0.349935	0.051282	0.008333	0.019228
-1189640	-0.349887	0.051282	0.008333	0.019228
-1189571	-0.349876	0.051282	0.008333	0.019228
-1189483	-0.349862	0.051282	0.008333	0.019228
-1189427	-0.349853	0.051282	0.008333	0.019228
-1189355	-0.349841	0.051282	0.008333	0.019228
-1189281	-0.349829	0.051282	0.008333	0.019228
-1189239	-0.349822	0.051282	0.008333	0.019228
-1189147	-0.349808	0.051282	0.008333	0.019228
-1188894	-0.349767	0.051282	0.008333	0.019228
-1188851	-0.349760	0.051282	0.008333	0.019228
-1188817	-0.349755	0.051282	0.008333	0.019228
-1188772	-0.349748	0.051282	0.008333	0.019228
-1188409	-0.349690	0.051282	0.008333	0.019228
-1188256	-0.349665	0.051282	0.008333	0.019228
-1188231	-0.349661	0.051282	0.008333	0.019228
-1188225	-0.349660	0.051282	0.008333	0.019228
-1188052	-0.349633	0.051282	0.008333	0.019228
-1187962	-0.349618	0.051282	0.008333	0.019228
-1187831	-0.349597	0.051282	0.008333	0.019228
-1187721	-0.349580	0.051282	0.008333	0.019228
-1187716	-0.349579	0.051282	0.008333	0.019228
-1187088	-0.349478	0.051282	0.008333	0.019228
-1186968	-0.349459	0.051282	0.008333	0.019228
-1186880	-0.349445	0.051282	0.008333	0.019228
-1186686	-0.349414	0.051282	0.008333	0.019228
-1186575	-0.349396	0.051282	0.008333	0.019228
-1185811	-0.349274	0.051282	0.008333	0.019228
-1185553	-0.349232	0.051282	0.008333	0.019228
-1184866	-0.349122	0.051282	0.008333	0.019228
-1184269	-0.349027	0.051282	0.008333	0.019228
-1184009	-0.348985	0.051282	0.008333	0.019228
-1183384	-0.348885	0.051282	0.008333	0.019228
-1182806	-0.348793	0.051282	0.008333	0.019228
-1182028	-0.348668	0.051282	0.008333	0.019228
-1181864	-0.348642	0.051282	0.008333	0.019228
-1181254	-0.348544	0.051282	0.008333	0.019228
-1180660	-0.348449	0.051282	0.008333	0.019228
-1180592	-0.348438	0.051282	0.008333	0.019228
-1179644	-0.348286	0.051282	0.008333	0.019228
-1179358	-0.348240	0.051282	0.008333	0.019228
-1179090	-0.348197	0.051282	0.008333	0.019228
-1178664	-0.348129	0.051282	0.008333	0.019228
-1178039	-0.348029	0.051282	0.008333	0.019228
-1178025	-0.348027	0.051282	0.008333	0.019228
-1177937	-0.348013	0.051282	0.008333	0.019228
-1177589	-0.347957	0.051282	0.008333	0.019228
-1177281	-0.347908	0.051282	0.008333	0.019228
-1177197	-0.347894	0.051282	0.008333	0.019228
-1176954	-0.347855	0.051282	0.008333	0.019228
-1176663	-0.347670	0.051282	0.008333	0.019228
-1176466	-0.347544	0.051282	0.008333	0.019228
-1175934	-0.347206	0.051282	0.008333	0.019228
-1175623	-0.347040	0.051282	0.008333	0.019228
-1173797	-0.345996	0.051282	0.008333	0.019228
-1172446	-0.345166	0.051282	0.008333	0.019228
-1172280	-0.345025	0.051282	0.008333	0.019228
-1172045	-0.344816	0.051282	0.008333	0.019228
-1171241	-0.340406	0.051282	0.008333	0.019228
-1171143	-0.339995	0.052019	0.008333	0.019484
-1171112	-0.339912	0.052019	0.008333	0.019484
-1170242	-0.338480	0.052019	0.008333	0.019484
-1170175	-0.338370	0.052019	0.008333	0.019484
-1169857	-0.337850	0.052019	0.008333	0.019484
-1168894	-0.336697	0.052019	0.008333	0.019484
-1168736	-0.336555	0.052019	0.008333	0.019484
-1168479	-0.336323	0.052019	0.008333	0.019484
-1164706	-0.332921	0.052019	0.008333	0.019484
-1164691	-0.332917	0.052019	0.008333	0.019484
-1164324	-0.332815	0.052019	0.008333	0.019484
-1162700	-0.332491	0.052019	0.008333	0.019484
-1162256	-0.332402	0.052019	0.008333	0.019484
-1161591	-0.332270	0.052019	0.008333	0.019484
-1159995	-0.331951	0.052019	0.008333	0.019484
-1157344	-0.331422	0.052019	0.008333	0.019484
-1156832	-0.331319	0.052019	0.008333	0.019484
-1155101	-0.330974	0.052019	0.008333	0.019484
-1154730	-0.330900	0.052019	0.008333	0.019484
-1154614	-0.330877	0.052019	0.008333	0.019484
-1153501	-0.330656	0.052019	0.008333	0.019484
-1153415	-0.330638	0.052019	0.008333	0.019484
-1151938	-0.330344	0.052019	0.008333	0.019484
-1151887	-0.330334	0.052019	0.008333	0.019484
-1150976	-0.330153	0.052019	0.008333	0.019484
-1150581	-0.330074	0.052019	0.008333	0.019484
-1150466	-0.330051	0.052019	0.008333	0.019484
-1149391	-0.329837	0.052019	0.008333	0.019484
-1149214	-0.329802	0.052019	0.008333	0.019484
-1148392	-0.329638	0.052019	0.008333	0.019484
-1148014	-0.329562	0.052019	0.008333	0.019484
-1146112	-0.329183	0.052019	0.008333	0.019484
-1144030	-0.328768	0.052019	0.008333	0.019484
-1143573	-0.328677	0.052019	0.008333	0.019484
-1143397	-0.328645	0.052019	0.008333	0.019484
-1143178	-0.328604	0.052019	0.008333	0.019484
-1142126	-0.328410	0.052019	0.008333	0.019484
-1141148	-0.328235	0.052019	0.008333	0.019484
-1140261	-0.328080	0.052019	0.008333	0.019484
-1138877	-0.327842	0.052019	0.008333	0.019484
-1138618	-0.327799	0.052019	0.008333	0.019484
-1138590	-0.327794	0.052019	0.008333	0.019484
-1137911	-0.327680	0.052019	0.008333	0.019484
-1137356	-0.327595	0.052019	0.008333	0.019484
-1136898	-0.327531	0.052019	0.008333	0.019484
-1135799	-0.327391	0.052019	0.008333	0.019484
-1134281	-0.327211	0.052019	0.008333	0.019484
-1133450	-0.327113	0.052019	0.008333	0.019484
-1132838	-0.327037	0.052019	0.008333	0.019484
-1132686	-0.327018	0.053492	0.008333	0.019997
-1131851	-0.326913	0.053492	0.008333	0.019997
-1131787	-0.326905	0.053492	0.008333	0.019997
-1131007	-0.326808	0.053492	0.008333	0.019997
-1130784	-0.326780	0.053492	0.008333	0.019997
-1130071	-0.326691	0.053492	0.008333	0.019997
-1129064	-0.326562	0.053492	0.008333	0.019997
-1128666	-0.326511	0.053492	0.008333	0.019997
-1128283	-0.326462	0.053492	0.008333	0.019997
-1127722	-0.326389	0.053492	0.008333	0.019997
-1127368	-0.326343	0.053492	0.008333	0.019997
-1127021	-0.326298	0.054524	0.008333	0.020356
-1126803	-0.326270	0.054524	0.008333	0.020356
-1125776	-0.326132	0.054524	0.008333	0.020356
-1125265	-0.326063	0.054524	0.008333	0.020356
-1125233	-0.326057	0.054524	0.008333	0.020356
-1125112	-0.326033	0.054524	0.008333	0.020356
-1124686	-0.325938	0.055703	0.008333	0.020766
-1124545	-0.325900	0.055703	0.008333	0.020766
-1124399	-0.325860	0.055703	0.008333	0.020766
-1123970	-0.325690	0.055703	0.008333	0.020766
-1123330	-0.325436	0.055703	0.008333	0.020766
-1122496	-0.325106	0.055703	0.008333	0.020766
-1122457	-0.325090	0.055703	0.008333	0.020766
-1122344	-0.325046	0.055703	0.008333	0.020766
-1121752	-0.324811	0.055703	0.008333	0.020766
-1120062	-0.321885	0.055703	0.008333	0.020766
-1119467	-0.321873	0.055703	0.008333	0.020766
-1119018	-0.321864	0.055703	0.008333	0.020766
-1118802	-0.321859	0.055703	0.008333	0.020766
-1117352	-0.321830	0.055703	0.008333	0.020766
-1117348	-0.321829	0.055703	0.008333	0.020766
-1117344	-0.321829	0.055703	0.008333	0.020766
-1116714	-0.321817	0.055703	0.008333	0.020766
-1109722	-0.321689	0.055703	0.008333	0.020766
-1109410	-0.321683	0.057029	0.008333	0.021228
-1102072	-0.321557	0.057029	0.008333	0.021228
-1093154	-0.321404	0.057029	0.008333	0.021228
-1092142	-0.321387	0.057029	0.008333	0.021228
-1088969	-0.321166	0.057029	0.008333	0.021228
-1088112	-0.321067	0.057029	0.008333	0.021228
-1088032	-0.321056	0.057029	0.008333	0.021228
-1087183	-0.320918	0.057029	0.008333	0.021228
-1086315	-0.320775	0.057029	0.008333	0.021228
-1085795	-0.320689	0.057029	0.008333	0.021228
-1079859	-0.318752	0.057029	0.008333	0.021228
-1079761	-0.318716	0.057029	0.008333	0.021228
-1078829	-0.318349	0.061155	0.008333	0.022663
-1076943	-0.316944	0.062924	0.008333	0.023278
-1075025	-0.314892	0.062924	0.008333	0.023278
-1073852	-0.313551	0.062924	0.008333	0.023278
-1071983	-0.311521	0.062924	0.008333	0.023278
-1071838	-0.311367	0.062924	0.008333	0.023278
-1071527	-0.311034	0.062924	0.008333	0.023278
-1071008	-0.310482	0.062924	0.008333	0.023278
-1070748	-0.310204	0.062924	0.008333	0.023278
-1070498	-0.309930	0.062924	0.008333	0.023278
-1070228	-0.309635	0.062924	0.008333	0.023278
-1069826	-0.309507	0.062924	0.008333	0.023278
-1069307	-0.309342	0.062924	0.008333	0.023278
-1069174	-0.309300	0.062924	0.008333	0.023278
-1068679	-0.309142	0.062924	0.008333	0.023278
-1068415	-0.309084	0.062924	0.008333	0.023278
-1068100	-0.309015	0.062924	0.008333	0.023278
-1066914	-0.308893	0.062924	0.008333	0.023278
-1066318	-0.308835	0.062924	0.008333	0.023278
-1065279	-0.308733	0.062924	0.008333	0.023278
-1065062	-0.308712	0.062924	0.008333	0.023278
-1064997	-0.308706	0.062924	0.008333	0.023278
-1064713	-0.308678	0.062924	0.008333	0.023278
-1063486	-0.308559	0.062924	0.008333	0.023278
-1063364	-0.308547	0.062924	0.008333	0.023278
-1062899	-0.308502	0.062924	0.008333	0.023278
-1062216	-0.308436	0.062924	0.008333	0.023278
-1061357	-0.308350	0.062924	0.008333	0.023278
-1059533	-0.307408	0.062924	0.008333	0.023278
-1058916	-0.306965	0.062924	0.008333	0.023278
-1058560	-0.306931	0.062924	0.008333	0.023278
-1057350	-0.306816	0.062924	0.008333	0.023278
-1057083	-0.306791	0.062924	0.008333	0.023278
-1054036	-0.306500	0.062924	0.008333	0.023278
-1050909	-0.305442	0.062924	0.008333	0.023278
-1049401	-0.305196	0.062924	0.008333	0.023278
-1048574	-0.305061	0.062924	0.008333	0.023278
-1048126	-0.304988	0.062924	0.008333	0.023278
-1047388	-0.304925	0.062924	0.008333	0.023278
-1045365	-0.304845	0.062924	0.008333	0.023278
-1044974	-0.304829	0.062924	0.008333	0.023278
-1044588	-0.304814	0.062924	0.008333	0.023278
-1043757	-0.304781	0.062924	0.008333	0.023278
-1043396	-0.304767	0.062924	0.008333	0.023278
-1042915	-0.304747	0.062924	0.008333	0.023278
-1042639	-0.304736	0.062924	0.008333	0.023278
-1041720	-0.304700	0.062924	0.008333	0.023278
-1041495	-0.304691	0.062924	0.008333	0.023278
-1041393	-0.304687	0.062924	0.008333	0.023278
-1039887	-0.304628	0.062924	0.008333	0.023278
-1039398	-0.304609	0.062924	0.008333	0.023278
-1038274	-0.304565	0.062924	0.008333	0.023278
-1038215	-0.304562	0.062924	0.008333	0.023278
-1036743	-0.304504	0.062924	0.008333	0.023278
-1036562	-0.304497	0.062924	0.008333	0.023278
-1036556	-0.304497	0.062924	0.008333	0.023278
-1035836	-0.304468	0.062924	0.008333	0.023278
-1035832	-0.304468	0.062924	0.008333	0.023278
-1035382	-0.304450	0.062924	0.008333	0.023278
-1034987	-0.304434	0.062924	0.008333	0.023278
-1034483	-0.304412	0.062924	0.008333	0.023278
-1034278	-0.304402	0.062924	0.008333	0.023278
-1034227	-0.304400	0.062924	0.008333	0.023278
-1032321	-0.304220	0.062924	0.008333	0.023278
-1032174	-0.304198	0.062924	0.008333	0.023278
-1032092	-0.304185	0.062924	0.008333	0.023278
-1030562	-0.303886	0.062924	0.008333	0.023278
-1029441	-0.302899	0.062924	0.008333	0.023278
-1029433	-0.302885	0.062924	0.008333	0.023278
-1027134	-0.297799	0.062924	0.008333	0.023278
-1026518	-0.297040	0.062924	0.008333	0.023278
-1025476	-0.296986	0.062924	0.008333	0.023278
-1025267	-0.296975	0.062924	0.008333	0.023278
-1025138	-0.296969	0.062924	0.008333	0.023278
-1025061	-0.296965	0.062924	0.008333	0.023278
-1023689	-0.296894	0.062924	0.008333	0.023278
-1023611	-0.296890	0.062924	0.008333	0.023278
-1023147	-0.296866	0.062924	0.008333	0.023278
-1023125	-0.296865	0.062924	0.008333	0.023278
-1022355	-0.296825	0.062924	0.008333	0.023278
-1021673	-0.296790	0.062924	0.008333	0.023278
-1021142	-0.296762	0.062924	0.008333	0.023278
-1020492	-0.296729	0.062924	0.008333	0.023278
-1019724	-0.296689	0.062924	0.008333	0.023278
-1018407	-0.296621	0.062924	0.008333	0.023278
-1014524	-0.293393	0.062924	0.008333	0.023278
-1014425	-0.293005	0.066313	0.009259	0.024612
-1014247	-0.292308	0.066313	0.009259	0.024612
-1013947	-0.291134	0.066313	0.009259	0.024612
-1013079	-0.279350	0.069702	0.009568	0.025842
-1012044	-0.255459	0.080312	0.009877	0.029585
-1011018	-0.228124	0.080312	0.011420	0.029842
-1010579	-0.227762	0.080312	0.011420	0.029842
-1009733	-0.227426	0.080312	0.011420	0.029842
-1009637	-0.227396	0.080312	0.011420	0.029842
-1009265	-0.227303	0.080312	0.011420	0.029842
-1009239	-0.227297	0.080312	0.011420	0.029842
-1008912	-0.227216	0.080312	0.011420	0.029842
-1008907	-0.227215	0.080312	0.011420	0.029842
-1008770	-0.227181	0.080312	0.011420	0.029842
-1008228	-0.227047	0.080312	0.011420	0.029842
